kind,day,position_id,symbol,side,open_time,close_time,volume,closed_volume,avg_entry,avg_exit,closed_pnl,commission,swap,deal_count,magic_values,comments,tickets
NON_MARKET,2026-06-25,17327163,,3,2026-06-25 23:46:48,2026-06-25 23:46:48,0.0,0.0,,,0.0,0.0,0.0,1,0,NegBonAdj(TID:16278582),17327163
MANUAL,2026-06-25,19571728,XAUUSD,BUY,2026-06-25 23:51:03,2026-06-26 02:19:52,0.05,0.05,4025.5,4024.89,-9.64,0.0,-6.59,2,0,,"17327173,17327462"
MANUAL,2026-06-26,19571948,XAUUSD,BUY,2026-06-26 01:51:27,2026-06-26 02:20:15,0.05,0.05,4022.59,4025.77,15.9,0.0,0.0,2,0,,"17327404,17327465"
MANUAL,2026-06-26,19572012,XAUUSD,SELL,2026-06-26 02:20:17,2026-06-26 02:34:36,0.05,0.05,4025.7,4022.59,15.55,0.0,0.0,2,0,,"17327466,17327510"
MANUAL,2026-06-26,19572022,XAUUSD,SELL,2026-06-26 02:24:07,2026-06-26 02:47:45,0.05,0.05,4029.21,4021.39,39.1,0.0,0.0,2,0,,"17327475,17327568"
MANUAL,2026-06-26,19572161,XAUUSD,BUY,2026-06-26 02:57:30,2026-06-26 03:13:38,0.05,0.05,4015.96,4016.74,3.9,0.0,0.0,2,0,,"17327615,17327766"
BOT,2026-06-26,19572188,BTCUSD.X,BUY,2026-06-26 03:00:30,2026-06-26 03:11:09,0.1,0.1,59764.49,59813.67,4.92,0.0,0.0,2,88001,GOLD_PRO_TP1 | [tp 59813.12],"17327640,17327726"
BOT,2026-06-26,19572189,BTCUSD.X,BUY,2026-06-26 03:00:31,2026-06-26 04:04:43,0.06,0.06,59762.93,59551.5,-12.69,0.0,0.0,2,88001,GOLD_PRO_TP2 | [sl 59552.13],"17327641,17328067"
BOT,2026-06-26,19572190,BTCUSD.X,BUY,2026-06-26 03:00:32,2026-06-26 04:04:43,0.05,0.05,59761.55,59551.5,-10.5,0.0,0.0,2,88001,GOLD_PRO_TP3 | [sl 59552.13],"17327642,17328068"
BOT,2026-06-26,19572615,BTCUSD.X,BUY,2026-06-26 04:04:51,2026-06-26 04:05:25,0.05,0.05,59584.68,59442.92,-7.09,0.0,0.0,2,88001,GOLD_PRO_TP1 | [sl 59446.21],"17328069,17328073"
BOT,2026-06-26,19572616,BTCUSD.X,BUY,2026-06-26 04:04:51,2026-06-26 04:05:25,0.05,0.05,59584.68,59442.92,-7.09,0.0,0.0,2,88001,GOLD_PRO_TP2 | [sl 59446.21],"17328070,17328074"
BOT,2026-06-26,19572617,BTCUSD.X,BUY,2026-06-26 04:04:51,2026-06-26 04:05:25,0.05,0.05,59580.56,59442.92,-6.88,0.0,0.0,2,88001,GOLD_PRO_TP3 | [sl 59446.21],"17328071,17328075"
MANUAL,2026-06-26,19572635,XAUUSD,SELL,2026-06-26 04:15:19,2026-06-26 04:27:03,0.05,0.05,4021.12,4020.26,4.3,0.0,0.0,2,0,,"17328088,17328098"
MANUAL,2026-06-26,19572636,XAUUSD,SELL,2026-06-26 04:16:05,2026-06-26 04:27:05,0.05,0.05,4023.56,4020.22,16.7,0.0,0.0,2,0,,"17328089,17328099"
MANUAL,2026-06-26,19572638,XAUUSD,SELL,2026-06-26 04:17:07,2026-06-26 04:27:07,0.05,0.05,4025.88,4020.2,28.4,0.0,0.0,2,0,,"17328091,17328100"
BOT,2026-06-26,19572642,BTCUSD.X,SELL,2026-06-26 04:25:57,2026-06-26 05:12:15,0.06,0.06,59356.8,59138.47,13.1,0.0,0.0,2,"0,88001",GOLD_PRO_TP1,"17328095,17328256"
BOT,2026-06-26,19572643,BTCUSD.X,SELL,2026-06-26 04:25:57,2026-06-26 05:12:17,0.05,0.05,59356.8,59133.16,11.18,0.0,0.0,2,"0,88001",GOLD_PRO_TP2,"17328096,17328257"
BOT,2026-06-26,19572644,BTCUSD.X,SELL,2026-06-26 04:25:58,2026-06-26 05:12:18,0.05,0.05,59357.45,59133.81,11.18,0.0,0.0,2,"0,88001",GOLD_PRO_TP3,"17328097,17328258"
MANUAL,2026-06-26,19572667,XAUUSD,SELL,2026-06-26 04:35:40,2026-06-26 04:47:23,0.05,0.05,4016.23,4016.47,-1.2,0.0,0.0,2,0,,"17328120,17328173"
MANUAL,2026-06-26,19572675,XAUUSD,SELL,2026-06-26 04:37:14,2026-06-26 04:47:25,0.05,0.05,4018.98,4017.43,7.75,0.0,0.0,2,0,,"17328128,17328174"
BOT,2026-06-26,19572679,EURUSD,SELL,2026-06-26 04:38:12,2026-06-26 07:14:30,0.07,0.07,1.13576,1.13721,-10.15,0.0,0.0,2,"0,88001",GOLD_PRO_TP1,"17328132,17328882"
BOT,2026-06-26,19572680,EURUSD,SELL,2026-06-26 04:38:12,2026-06-26 07:14:30,0.05,0.05,1.13576,1.13721,-7.25,0.0,0.0,2,"0,88001",GOLD_PRO_TP2,"17328133,17328883"
BOT,2026-06-26,19572681,EURUSD,SELL,2026-06-26 04:38:13,2026-06-26 07:14:30,0.03,0.03,1.13576,1.13721,-4.35,0.0,0.0,2,"0,88001",GOLD_PRO_TP3,"17328134,17328884"
MANUAL,2026-06-26,19572688,XAUUSD,SELL,2026-06-26 04:39:55,2026-06-26 04:44:56,0.05,0.05,4021.55,4020.85,3.5,0.0,0.0,2,0,,"17328142,17328160"
MANUAL,2026-06-26,19572695,XAUUSD,SELL,2026-06-26 04:41:17,2026-06-26 04:47:27,0.05,0.05,4023.46,4017.44,30.1,0.0,0.0,2,0,,"17328149,17328176"
MANUAL,2026-06-26,19572793,XAUUSD,BUY,2026-06-26 05:11:23,2026-06-26 07:14:30,0.05,0.05,4013.9,4009.01,-24.45,0.0,0.0,2,0,,"17328248,17328885"
BOT,2026-06-26,19572804,BTCUSD.X,SELL,2026-06-26 05:12:30,2026-06-26 05:12:39,0.08,0.08,59090.78,59070.03,1.66,0.0,0.0,2,88001,GOLD_PRO_TP2 | [tp 59115.14],"17328259,17328264"
BOT,2026-06-26,19572805,BTCUSD.X,SELL,2026-06-26 05:12:31,2026-06-26 05:12:48,0.06,0.06,59090.78,59028.46,3.74,0.0,0.0,2,88001,GOLD_PRO_TP3 | [tp 59037.38],"17328260,17328266"
BOT,2026-06-26,19572806,BTCUSD.X,SELL,2026-06-26 05:12:31,2026-06-26 05:12:39,0.07,0.07,59098.6,59070.03,2.0,0.0,0.0,2,88001,GOLD_PRO_TP1 | [tp 59110.59],"17328261,17328265"
BOT,2026-06-26,19572807,BTCUSD.X,SELL,2026-06-26 05:12:32,2026-06-26 05:12:52,0.05,0.05,59098.6,58953.0,7.28,0.0,0.0,2,88001,GOLD_PRO_TP2 | [tp 58958.85],"17328262,17328267"
BOT,2026-06-26,19572808,BTCUSD.X,SELL,2026-06-26 05:12:32,2026-06-26 05:13:32,0.05,0.05,59099.89,58798.91,15.05,0.0,0.0,2,88001,GOLD_PRO_TP3 | [tp 58807.11],"17328263,17328269"
BOT,2026-06-26,19572821,BTCUSD.X,SELL,2026-06-26 05:18:09,2026-06-26 05:20:31,0.09,0.09,58750.38,58592.11,14.24,0.0,0.0,2,88001,GOLD_PRO_TP1 | [tp 58594.59],"17328275,17328304"
BOT,2026-06-26,19572822,BTCUSD.X,SELL,2026-06-26 05:18:09,2026-06-26 05:21:25,0.06,0.06,58750.38,58473.72,16.6,0.0,0.0,2,88001,GOLD_PRO_TP2 | [tp 58478.26],"17328276,17328307"
BOT,2026-06-26,19572823,BTCUSD.X,SELL,2026-06-26 05:18:10,2026-06-26 05:23:16,0.05,0.05,58750.38,58378.79,18.58,0.0,0.0,2,"0,88001",GOLD_PRO_TP3,"17328277,17328321"
MANUAL,2026-06-26,19572835,XAUUSD,BUY,2026-06-26 05:19:48,2026-06-26 07:14:30,0.05,0.05,4010.96,4009.01,-9.75,0.0,0.0,2,0,,"17328291,17328886"
MANUAL,2026-06-26,19572866,XAUUSD,BUY,2026-06-26 05:23:52,2026-06-26 07:12:12,0.05,0.05,4007.52,4006.47,-5.25,0.0,0.0,2,0,,"17328322,17328867"
BOT,2026-06-26,19572888,GBPUSD,SELL,2026-06-26 05:24:45,2026-06-26 07:14:30,0.07,0.07,1.31815,1.31997,-12.74,0.0,0.0,2,"0,88001",GOLD_PRO_TP1,"17328344,17328887"
BOT,2026-06-26,19572889,GBPUSD,SELL,2026-06-26 05:24:46,2026-06-26 07:14:30,0.04,0.04,1.31815,1.31997,-7.28,0.0,0.0,2,"0,88001",GOLD_PRO_TP2,"17328345,17328888"
BOT,2026-06-26,19572890,GBPUSD,SELL,2026-06-26 05:24:46,2026-06-26 07:14:30,0.03,0.03,1.31815,1.31997,-5.46,0.0,0.0,2,"0,88001",GOLD_PRO_TP3,"17328346,17328889"
BOT,2026-06-26,19572930,BTCUSD.X,SELL,2026-06-26 05:30:21,2026-06-26 05:52:37,0.05,0.05,58901.92,58582.18,15.99,0.0,0.0,2,"0,88001",GOLD_PRO_TP1,"17328386,17328559"
BOT,2026-06-26,19572931,BTCUSD.X,SELL,2026-06-26 05:30:22,2026-06-26 05:52:36,0.05,0.05,58901.92,58592.31,15.48,0.0,0.0,2,"0,88001",GOLD_PRO_TP2,"17328387,17328558"
BOT,2026-06-26,19572932,BTCUSD.X,SELL,2026-06-26 05:30:22,2026-06-26 05:52:34,0.05,0.05,58888.37,58602.04,14.32,0.0,0.0,2,"0,88001",GOLD_PRO_TP3,"17328388,17328557"
MANUAL,2026-06-26,19572987,XAUUSD,BUY,2026-06-26 05:33:23,2026-06-26 06:55:13,0.05,0.05,4002.47,4002.84,1.85,0.0,0.0,2,0,,"17328445,17328822"
MANUAL,2026-06-26,19573021,XAUUSD,BUY,2026-06-26 05:37:41,2026-06-26 06:11:33,0.05,0.05,3996.57,3997.41,4.2,0.0,0.0,2,0,,"17328483,17328732"
MANUAL,2026-06-26,19573053,XAUUSD,BUY,2026-06-26 05:41:52,2026-06-26 07:14:30,0.05,0.05,3992.81,4009.01,81.0,0.0,0.0,2,0,,"17328517,17328890"
BOT,2026-06-26,19573094,BTCUSD.X,SELL,2026-06-26 05:52:47,2026-06-26 06:02:10,0.05,0.05,58504.27,58363.23,7.05,0.0,0.0,2,88001,GOLD_PRO_TP1 | [tp 58364.19],"17328560,17328686"
BOT,2026-06-26,19573095,BTCUSD.X,SELL,2026-06-26 05:52:47,2026-06-26 06:10:33,0.05,0.05,58497.34,58815.0,-15.88,0.0,0.0,2,88001,GOLD_PRO_TP2 | [sl 58813.89],"17328561,17328718"
BOT,2026-06-26,19573096,BTCUSD.X,SELL,2026-06-26 05:52:48,2026-06-26 06:10:33,0.05,0.05,58496.47,58815.0,-15.93,0.0,0.0,2,88001,GOLD_PRO_TP3 | [sl 58813.89],"17328562,17328719"
MANUAL,2026-06-26,19573122,XAUUSD,BUY,2026-06-26 05:53:44,2026-06-26 07:14:30,0.05,0.05,3987.4,4009.01,108.05,0.0,0.0,2,0,,"17328588,17328891"
BOT,2026-06-26,19573255,BTCUSD.X,SELL,2026-06-26 06:10:33,2026-06-26 06:10:47,0.05,0.05,58765.4,58871.08,-5.28,0.0,0.0,2,88001,GOLD_PRO_TP1 | [sl 58868.82],"17328720,17328728"
BOT,2026-06-26,19573256,BTCUSD.X,SELL,2026-06-26 06:10:34,2026-06-26 06:10:47,0.05,0.05,58766.03,58871.08,-5.25,0.0,0.0,2,88001,GOLD_PRO_TP2 | [sl 58868.82],"17328721,17328729"
BOT,2026-06-26,19573257,BTCUSD.X,SELL,2026-06-26 06:10:34,2026-06-26 06:10:47,0.05,0.05,58766.03,58871.08,-5.25,0.0,0.0,2,88001,GOLD_PRO_TP3 | [sl 58868.82],"17328722,17328730"
BOT,2026-06-26,19573308,BTCUSD.X,SELL,2026-06-26 06:34:30,2026-06-26 06:39:14,0.05,0.05,59136.9,59506.04,-18.46,0.0,0.0,2,88001,GOLD_PRO_TP1 | [sl 59505.33],"17328770,17328783"
BOT,2026-06-26,19573309,BTCUSD.X,SELL,2026-06-26 06:34:30,2026-06-26 06:39:14,0.05,0.05,59135.42,59506.04,-18.53,0.0,0.0,2,88001,GOLD_PRO_TP2 | [sl 59505.33],"17328771,17328784"
BOT,2026-06-26,19573310,BTCUSD.X,SELL,2026-06-26 06:34:30,2026-06-26 06:39:14,0.05,0.05,59135.42,59506.04,-18.53,0.0,0.0,2,88001,GOLD_PRO_TP3 | [sl 59505.33],"17328772,17328785"
BOT,2026-06-26,19573326,BTCUSD.X,BUY,2026-06-26 06:39:19,2026-06-26 06:45:11,0.05,0.05,59445.13,59450.91,0.29,0.0,0.0,2,88001,GOLD_PRO_TP2 | [tp 59449.30],"17328787,17328799"
BOT,2026-06-26,19573327,BTCUSD.X,BUY,2026-06-26 06:39:20,2026-06-26 06:45:43,0.05,0.05,59446.31,59608.61,8.12,0.0,0.0,2,88001,GOLD_PRO_TP3 | [tp 59599.68],"17328788,17328800"
BOT,2026-06-26,19573339,BTCUSD.X,BUY,2026-06-26 06:46:10,2026-06-26 06:46:20,0.05,0.05,59619.31,59600.92,-0.92,0.0,0.0,2,88001,GOLD_PRO_TP3 | [tp 59599.68],"17328801,17328802"
BOT,2026-06-26,19573341,BTCUSD.X,BUY,2026-06-26 06:46:56,2026-06-26 06:47:03,0.05,0.05,59639.22,59602.81,-1.82,0.0,0.0,2,88001,GOLD_PRO_TP3 | [tp 59599.68],"17328803,17328804"
BOT,2026-06-26,19573345,BTCUSD.X,BUY,2026-06-26 06:48:58,2026-06-26 06:49:02,0.05,0.05,59631.38,59605.91,-1.27,0.0,0.0,2,88001,GOLD_PRO_TP3 | [tp 59599.68],"17328807,17328808"
BOT,2026-06-26,19573347,BTCUSD.X,BUY,2026-06-26 06:49:58,2026-06-26 06:56:05,0.06,0.06,59684.92,59855.22,10.22,0.0,0.0,2,88001,GOLD_PRO_TP1 | [tp 59809.79],"17328809,17328828"
BOT,2026-06-26,19573348,BTCUSD.X,BUY,2026-06-26 06:49:59,2026-06-26 06:56:14,0.05,0.05,59684.92,59990.14,15.26,0.0,0.0,2,88001,GOLD_PRO_TP2 | [tp 59970.00],"17328810,17328829"
BOT,2026-06-26,19573349,BTCUSD.X,BUY,2026-06-26 06:49:59,2026-06-26 07:14:30,0.05,0.05,59684.92,59826.72,7.09,0.0,0.0,2,"0,88001",GOLD_PRO_TP3,"17328811,17328892"
BOT,2026-06-26,19573430,EURUSD,BUY,2026-06-26 07:14:36,2026-06-26 10:48:17,0.08,0.08,1.13718,1.13847,10.32,0.0,0.0,2,"0,88001",GOLD_PRO_TP1,"17328893,17329960"
BOT,2026-06-26,19573432,EURUSD,BUY,2026-06-26 07:14:36,2026-06-26 10:48:17,0.05,0.05,1.13718,1.13847,6.45,0.0,0.0,2,"0,88001",GOLD_PRO_TP2,"17328895,17329961"
BOT,2026-06-26,19573433,EURUSD,BUY,2026-06-26 07:14:37,2026-06-26 10:48:17,0.04,0.04,1.13718,1.13847,5.16,0.0,0.0,2,"0,88001",GOLD_PRO_TP3,"17328896,17329962"
BOT,2026-06-26,19573434,GBPUSD,BUY,2026-06-26 07:14:37,2026-06-26 10:48:17,0.07,0.07,1.31992,1.32054,4.34,0.0,0.0,2,"0,88001",GOLD_PRO_TP1,"17328897,17329963"
BOT,2026-06-26,19573435,GBPUSD,BUY,2026-06-26 07:14:37,2026-06-26 10:48:17,0.05,0.05,1.31993,1.32054,3.05,0.0,0.0,2,"0,88001",GOLD_PRO_TP2,"17328898,17329964"
BOT,2026-06-26,19573436,GBPUSD,BUY,2026-06-26 07:14:38,2026-06-26 10:48:17,0.03,0.03,1.31993,1.32054,1.83,0.0,0.0,2,"0,88001",GOLD_PRO_TP3,"17328899,17329965"
BOT,2026-06-26,19573438,USDJPY,SELL,2026-06-26 07:14:53,2026-06-26 21:59:15,0.09,0.09,161.623,161.735,-6.23,0.0,0.0,2,"0,88001",GOLD_PRO_TP1,"17328901,17335234"
BOT,2026-06-26,19573439,USDJPY,SELL,2026-06-26 07:14:54,2026-06-26 21:59:15,0.06,0.06,161.623,161.735,-4.16,0.0,0.0,2,"0,88001",GOLD_PRO_TP2,"17328902,17335235"
BOT,2026-06-26,19573440,USDJPY,SELL,2026-06-26 07:14:54,2026-06-26 21:59:15,0.04,0.04,161.625,161.735,-2.72,0.0,0.0,2,"0,88001",GOLD_PRO_TP3,"17328903,17335236"
BOT,2026-06-26,19573441,BTCUSD.X,BUY,2026-06-26 07:14:55,2026-06-26 07:16:26,0.07,0.07,59887.06,59971.71,5.93,0.0,0.0,2,88001,GOLD_PRO_TP1 | [tp 59970.90],"17328904,17328911"
BOT,2026-06-26,19573442,BTCUSD.X,BUY,2026-06-26 07:14:55,2026-06-26 07:17:36,0.05,0.05,59887.06,60145.42,12.92,0.0,0.0,2,88001,GOLD_PRO_TP2 | [tp 60130.84],"17328905,17328913"
BOT,2026-06-26,19573443,BTCUSD.X,BUY,2026-06-26 07:14:55,2026-06-26 09:44:08,0.05,0.05,59887.06,60323.28,21.81,0.0,0.0,2,88001,GOLD_PRO_TP3 | [tp 60290.77],"17328906,17329591"
BOT,2026-06-26,19574106,BTCUSD.X,BUY,2026-06-26 09:44:18,2026-06-26 10:14:37,0.05,0.05,60345.84,60443.02,4.86,0.0,0.0,2,88001,GOLD_PRO_TP2 | [tp 60442.25],"17329592,17329768"
BOT,2026-06-26,19574107,BTCUSD.X,BUY,2026-06-26 09:44:18,2026-06-26 10:40:00,0.05,0.05,60345.84,60665.24,15.97,0.0,0.0,2,88001,GOLD_PRO_TP3 | [tp 60658.99],"17329593,17329917"
BOT,2026-06-26,19574435,BTCUSD.X,BUY,2026-06-26 10:40:11,2026-06-26 12:33:47,0.05,0.05,60709.9,59991.34,-35.93,0.0,0.0,2,88001,GOLD_PRO_TP3 | [sl 59994.91],"17329920,17330694"
BOT,2026-06-26,19574436,BTCUSD.X,BUY,2026-06-26 10:40:12,2026-06-26 10:47:40,0.12,0.12,60709.9,60435.57,-32.92,0.0,0.0,2,88001,GOLD_PRO_TP1 | [sl 60435.88],"17329921,17329955"
BOT,2026-06-26,19574437,BTCUSD.X,BUY,2026-06-26 10:40:12,2026-06-26 10:47:40,0.08,0.08,60700.15,60435.57,-21.17,0.0,0.0,2,88001,GOLD_PRO_TP2 | [sl 60435.88],"17329922,17329956"
BOT,2026-06-26,19574438,BTCUSD.X,BUY,2026-06-26 10:40:13,2026-06-26 10:47:40,0.05,0.05,60700.15,60435.57,-13.23,0.0,0.0,2,88001,GOLD_PRO_TP3 | [sl 60435.88],"17329923,17329957"
BOT,2026-06-26,19574476,EURUSD,BUY,2026-06-26 10:48:19,2026-06-26 11:44:27,0.08,0.08,1.13862,1.14029,13.36,0.0,0.0,2,88001,GOLD_PRO_TP1 | [tp 1.14027],"17329966,17330200"
BOT,2026-06-26,19574477,EURUSD,BUY,2026-06-26 10:48:19,2026-06-26 15:03:18,0.05,0.05,1.13862,1.13988,6.3,0.0,0.0,2,"0,88001",GOLD_PRO_TP2,"17329967,17331570"
BOT,2026-06-26,19574478,EURUSD,BUY,2026-06-26 10:48:20,2026-06-26 15:03:18,0.04,0.04,1.13862,1.13988,5.04,0.0,0.0,2,"0,88001",GOLD_PRO_TP3,"17329968,17331571"
BOT,2026-06-26,19574479,GBPUSD,BUY,2026-06-26 10:48:20,2026-06-26 12:40:18,0.07,0.07,1.32078,1.32219,9.87,0.0,0.0,2,88001,GOLD_PRO_TP1 | [tp 1.32220],"17329969,17330773"
BOT,2026-06-26,19574480,GBPUSD,BUY,2026-06-26 10:48:20,2026-06-26 15:03:18,0.05,0.05,1.32078,1.32168,4.5,0.0,0.0,2,"0,88001",GOLD_PRO_TP2,"17329970,17331572"
BOT,2026-06-26,19574481,GBPUSD,BUY,2026-06-26 10:48:21,2026-06-26 15:03:18,0.03,0.03,1.32078,1.32168,2.7,0.0,0.0,2,"0,88001",GOLD_PRO_TP3,"17329971,17331573"
BOT,2026-06-26,19574532,XAUUSD,BUY,2026-06-26 11:00:08,2026-06-26 14:00:10,0.01,0.01,4032.37,4054.96,22.59,0.0,0.0,2,88001,GOLD_PRO_TP1 | [tp 4055.17],"17330026,17331251"
BOT,2026-06-26,19574534,XAUUSD,BUY,2026-06-26 11:00:08,2026-06-26 14:52:25,0.01,0.01,4032.38,4042.75,10.37,0.0,0.0,2,88001,GOLD_PRO_TP2 | [sl 4042.95],"17330028,17331533"
BOT,2026-06-26,19574535,XAUUSD,BUY,2026-06-26 11:00:08,2026-06-26 15:03:18,0.01,0.01,4032.23,4044.75,12.52,0.0,0.0,2,"0,88001",GOLD_PRO_TP3,"17330029,17331574"
BOT,2026-06-26,19575193,BTCUSD.X,SELL,2026-06-26 12:34:04,2026-06-26 12:35:17,0.17,0.17,59985.79,60085.47,-16.95,0.0,0.0,2,88001,GOLD_PRO_TP1 | [sl 60081.24],"17330695,17330705"
BOT,2026-06-26,19575194,BTCUSD.X,SELL,2026-06-26 12:34:04,2026-06-26 12:35:17,0.1,0.1,59985.79,60085.47,-9.97,0.0,0.0,2,88001,GOLD_PRO_TP2 | [sl 60081.24],"17330696,17330706"
BOT,2026-06-26,19575195,BTCUSD.X,SELL,2026-06-26 12:34:05,2026-06-26 12:35:17,0.07,0.07,59985.79,60085.47,-6.98,0.0,0.0,2,88001,GOLD_PRO_TP3 | [sl 60081.24],"17330697,17330707"
BOT,2026-06-26,19575329,BTCUSD.X,SELL,2026-06-26 12:49:23,2026-06-26 12:51:49,0.16,0.16,59787.75,59671.56,18.59,0.0,0.0,2,88001,GOLD_PRO_TP1 | [tp 59678.28],"17330835,17330843"
BOT,2026-06-26,19575330,BTCUSD.X,SELL,2026-06-26 12:49:23,2026-06-26 12:52:18,0.1,0.1,59790.05,59599.2,19.09,0.0,0.0,2,88001,GOLD_PRO_TP2 | [tp 59606.56],"17330836,17330847"
BOT,2026-06-26,19575331,BTCUSD.X,SELL,2026-06-26 12:49:23,2026-06-26 13:39:22,0.07,0.07,59790.04,59522.84,18.7,0.0,0.0,2,88001,GOLD_PRO_TP3 | [tp 59534.84],"17330837,17331135"
BOT,2026-06-26,19575626,BTCUSD.X,SELL,2026-06-26 13:39:32,2026-06-26 13:47:26,0.05,0.05,59397.4,59356.06,2.07,0.0,0.0,2,88001,GOLD_PRO_TP1 | [tp 59362.48],"17331136,17331192"
BOT,2026-06-26,19575627,BTCUSD.X,SELL,2026-06-26 13:39:33,2026-06-26 15:03:18,0.05,0.05,59397.4,59344.89,2.63,0.0,0.0,2,"0,88001",GOLD_PRO_TP2,"17331137,17331575"
BOT,2026-06-26,19575628,BTCUSD.X,SELL,2026-06-26 13:39:33,2026-06-26 15:03:18,0.05,0.05,59391.36,59344.89,2.32,0.0,0.0,2,"0,88001",GOLD_PRO_TP3,"17331138,17331576"
BOT,2026-06-26,19576053,XAUUSD,BUY,2026-06-26 15:03:29,2026-06-26 15:41:20,0.01,0.01,4045.32,4041.05,-4.27,0.0,0.0,2,88001,GOLD_PRO_TP1 | [sl 4041.09],"17331578,17331862"
BOT,2026-06-26,19576054,XAUUSD,BUY,2026-06-26 15:03:30,2026-06-26 15:41:20,0.01,0.01,4045.32,4041.05,-4.27,0.0,0.0,2,88001,GOLD_PRO_TP2 | [sl 4041.09],"17331579,17331865"
BOT,2026-06-26,19576055,XAUUSD,BUY,2026-06-26 15:03:30,2026-06-26 15:41:20,0.01,0.01,4045.32,4041.05,-4.27,0.0,0.0,2,88001,GOLD_PRO_TP3 | [sl 4041.09],"17331580,17331867"
BOT,2026-06-26,19576056,GBPUSD,BUY,2026-06-26 15:03:31,2026-06-26 21:59:15,0.08,0.08,1.32187,1.32003,-14.72,0.0,0.0,2,"0,88001",GOLD_PRO_TP1,"17331581,17335237"
BOT,2026-06-26,19576057,GBPUSD,BUY,2026-06-26 15:03:31,2026-06-26 21:59:15,0.05,0.05,1.32187,1.32003,-9.2,0.0,0.0,2,"0,88001",GOLD_PRO_TP2,"17331582,17335238"
BOT,2026-06-26,19576058,GBPUSD,BUY,2026-06-26 15:03:31,2026-06-26 21:59:15,0.03,0.03,1.32187,1.32003,-5.52,0.0,0.0,2,"0,88001",GOLD_PRO_TP3,"17331583,17335239"
BOT,2026-06-26,19576060,EURUSD,BUY,2026-06-26 15:03:47,2026-06-26 15:57:37,0.09,0.09,1.14005,1.14259,22.86,0.0,0.0,2,88001,GOLD_PRO_TP1 | [tp 1.14248],"17331585,17332115"
BOT,2026-06-26,19576061,EURUSD,BUY,2026-06-26 15:03:47,2026-06-26 16:07:56,0.06,0.06,1.14008,1.14243,14.1,0.0,0.0,2,"0,88001",GOLD_PRO_TP2,"17331586,17332318"
BOT,2026-06-26,19576062,EURUSD,BUY,2026-06-26 15:03:48,2026-06-26 16:07:57,0.04,0.04,1.14008,1.14242,9.36,0.0,0.0,2,"0,88001",GOLD_PRO_TP3,"17331587,17332319"
BOT,2026-06-26,19576063,BTCUSD.X,SELL,2026-06-26 15:03:48,2026-06-26 15:04:04,0.15,0.15,59303.28,59399.71,-14.46,0.0,0.0,2,88001,GOLD_PRO_TP1 | [sl 59396.72],"17331588,17331594"
BOT,2026-06-26,19576064,BTCUSD.X,SELL,2026-06-26 15:03:49,2026-06-26 15:04:04,0.09,0.09,59306.83,59399.71,-8.36,0.0,0.0,2,88001,GOLD_PRO_TP2 | [sl 59396.72],"17331589,17331595"
BOT,2026-06-26,19576065,BTCUSD.X,SELL,2026-06-26 15:03:49,2026-06-26 15:04:04,0.06,0.06,59306.83,59399.71,-5.57,0.0,0.0,2,88001,GOLD_PRO_TP3 | [sl 59396.72],"17331590,17331596"
BOT,2026-06-26,19576073,BTCUSD.X,SELL,2026-06-26 15:04:20,2026-06-26 15:15:56,0.08,0.08,59342.03,59527.61,-14.85,0.0,0.0,2,88001,GOLD_PRO_TP1 | [sl 59512.25],"17331598,17331650"
BOT,2026-06-26,19576074,BTCUSD.X,SELL,2026-06-26 15:04:20,2026-06-26 15:15:56,0.05,0.05,59342.03,59527.61,-9.28,0.0,0.0,2,88001,GOLD_PRO_TP2 | [sl 59512.25],"17331599,17331651"
BOT,2026-06-26,19576075,BTCUSD.X,SELL,2026-06-26 15:04:20,2026-06-26 15:15:56,0.05,0.05,59341.54,59527.61,-9.3,0.0,0.0,2,88001,GOLD_PRO_TP3 | [sl 59512.25],"17331600,17331652"
BOT,2026-06-26,19576133,BTCUSD.X,SELL,2026-06-26 15:16:07,2026-06-26 15:33:14,0.05,0.05,59494.21,59826.42,-16.61,0.0,0.0,2,88001,GOLD_PRO_TP1 | [sl 59821.99],"17331654,17331778"
BOT,2026-06-26,19576134,BTCUSD.X,SELL,2026-06-26 15:16:08,2026-06-26 15:33:14,0.05,0.05,59494.21,59826.42,-16.61,0.0,0.0,2,88001,GOLD_PRO_TP2 | [sl 59821.99],"17331655,17331779"
BOT,2026-06-26,19576135,BTCUSD.X,SELL,2026-06-26 15:16:08,2026-06-26 15:33:14,0.05,0.05,59494.21,59826.42,-16.61,0.0,0.0,2,88001,GOLD_PRO_TP3 | [sl 59821.99],"17331656,17331780"
BOT,2026-06-26,19576263,BTCUSD.X,BUY,2026-06-26 15:33:29,2026-06-26 15:33:50,0.14,0.14,59799.01,59858.35,8.31,0.0,0.0,2,88001,GOLD_PRO_TP1 | [tp 59849.31],"17331781,17331786"
BOT,2026-06-26,19576264,BTCUSD.X,BUY,2026-06-26 15:33:29,2026-06-26 15:38:23,0.09,0.09,59799.01,59355.95,-39.88,0.0,0.0,2,88001,GOLD_PRO_TP2 | [sl 59356.98],"17331782,17331836"
BOT,2026-06-26,19576265,BTCUSD.X,BUY,2026-06-26 15:33:30,2026-06-26 15:38:11,0.06,0.06,59803.82,59423.08,-22.84,0.0,0.0,2,88001,GOLD_PRO_TP3 | [sl 59433.25],"17331783,17331835"
