kind,day,position_id,symbol,side,open_time,close_time,volume,closed_volume,avg_entry,avg_exit,closed_pnl,commission,swap,deal_count,magic_values,comments,tickets
MANUAL,2026-06-25,19569405,XAUUSD,SELL,2026-06-25 17:21:56,2026-06-25 18:12:01,0.05,0.05,4021.59,4008.37,66.1,0.0,0.0,2,0,,"17324831,17325268"
MANUAL,2026-06-25,19569544,XAUUSD,SELL,2026-06-25 17:28:49,2026-06-25 18:12:01,0.05,0.05,4028.02,4008.37,98.25,0.0,0.0,2,0,,"17324975,17325269"
BOT,2026-06-25,19570653,XAUUSD,BUY,2026-06-25 20:00:04,2026-06-26 01:24:34,0.01,0.01,4029.0,4020.44,-9.88,0.0,-1.32,2,88001,GOLD_PRO_TP1 | [sl 4020.46],"17326102,17327275"
BOT,2026-06-25,19570654,XAUUSD,BUY,2026-06-25 20:00:05,2026-06-26 01:24:34,0.01,0.01,4029.02,4020.44,-9.9,0.0,-1.32,2,88001,GOLD_PRO_TP2 | [sl 4020.46],"17326103,17327276"
BOT,2026-06-25,19570655,XAUUSD,BUY,2026-06-25 20:00:05,2026-06-26 01:24:34,0.01,0.01,4029.03,4020.44,-9.91,0.0,-1.32,2,88001,GOLD_PRO_TP3 | [sl 4020.46],"17326104,17327277"
BOT,2026-06-25,19570675,EURUSD,BUY,2026-06-25 20:03:11,2026-06-26 04:36:12,0.14,0.14,1.13749,1.13575,-26.58,0.0,-2.22,2,88001,GOLD_PRO_TP1 | [sl 1.13574],"17326124,17328123"
BOT,2026-06-25,19570676,EURUSD,BUY,2026-06-25 20:03:12,2026-06-26 04:36:12,0.09,0.09,1.13749,1.13575,-17.09,0.0,-1.43,2,88001,GOLD_PRO_TP2 | [sl 1.13574],"17326125,17328124"
BOT,2026-06-25,19570677,EURUSD,BUY,2026-06-25 20:03:12,2026-06-26 04:36:12,0.06,0.06,1.13749,1.13575,-11.39,0.0,-0.95,2,88001,GOLD_PRO_TP3 | [sl 1.13574],"17326126,17328125"
BOT,2026-06-25,19570678,GBPUSD,BUY,2026-06-25 20:03:36,2026-06-26 05:24:44,0.13,0.13,1.3206,1.31815,-33.79,0.0,-1.94,2,88001,GOLD_PRO_TP1 | [sl 1.31815],"17326127,17328341"
BOT,2026-06-25,19570679,GBPUSD,BUY,2026-06-25 20:03:36,2026-06-26 05:24:44,0.08,0.08,1.3206,1.31815,-20.79,0.0,-1.19,2,88001,GOLD_PRO_TP2 | [sl 1.31815],"17326128,17328342"
BOT,2026-06-25,19570680,GBPUSD,BUY,2026-06-25 20:03:36,2026-06-26 05:24:44,0.05,0.05,1.3206,1.31815,-13.0,0.0,-0.75,2,88001,GOLD_PRO_TP3 | [sl 1.31815],"17326129,17328343"
BOT,2026-06-25,19570682,BTCUSD.X,SELL,2026-06-25 20:03:52,2026-06-25 20:11:01,0.15,0.15,59118.45,59325.94,-31.12,0.0,0.0,2,88001,GOLD_PRO_TP1 | [sl 59320.85],"17326131,17326190"
BOT,2026-06-25,19570683,BTCUSD.X,SELL,2026-06-25 20:03:52,2026-06-25 20:11:01,0.09,0.09,59118.45,59325.94,-18.67,0.0,0.0,2,88001,GOLD_PRO_TP2 | [sl 59320.85],"17326132,17326191"
BOT,2026-06-25,19570684,BTCUSD.X,SELL,2026-06-25 20:03:53,2026-06-25 20:11:01,0.06,0.06,59118.45,59325.94,-12.45,0.0,0.0,2,88001,GOLD_PRO_TP3 | [sl 59320.85],"17326133,17326192"
BOT,2026-06-25,19570691,USDJPY,BUY,2026-06-25 20:05:12,2026-06-26 07:14:30,0.17,0.17,161.769,161.622,-14.95,0.0,0.51,2,"0,88001",GOLD_PRO_TP1,"17326140,17328879"
BOT,2026-06-25,19570692,USDJPY,BUY,2026-06-25 20:05:12,2026-06-26 07:14:30,0.1,0.1,161.769,161.622,-8.8,0.0,0.3,2,"0,88001",GOLD_PRO_TP2,"17326141,17328880"
BOT,2026-06-25,19570693,USDJPY,BUY,2026-06-25 20:05:13,2026-06-26 07:14:30,0.07,0.07,161.769,161.622,-6.16,0.0,0.21,2,"0,88001",GOLD_PRO_TP3,"17326142,17328881"
NON_MARKET,2026-06-25,17327162,,2,2026-06-25 23:46:48,2026-06-25 23:46:48,0.0,0.0,,,0.0,0.0,0.0,1,0,500,17327162
