position_id,strategy,symbol,side,first_time,last_time,volume_in,volume_out,avg_entry,avg_exit,pnl,commission,swap,magics,comments
1354662907,GOLD_PRO_TP3,USDJPYm,BUY,2026-06-09 20:01:29,2026-06-10 05:37:48,0.01,0.01,160.381,160.338,-0.27,0.0,0.0,"0,88001",GOLD_PRO_TP3
1354938341,GOLD_PRO_TP1,XAUUSDm,SELL,2026-06-09 20:01:39,2026-06-10 05:06:08,0.01,0.01,4254.886,4183.46,71.43,0.0,0.0,88001,GOLD_PRO_TP1 / [tp 4183.46000]
1354938346,GOLD_PRO_TP2,XAUUSDm,SELL,2026-06-09 20:01:39,2026-06-10 05:37:49,0.01,0.01,4254.83,4183.577,71.25,0.0,0.0,"0,88001",GOLD_PRO_TP2
1354940070,GOLD_PRO_TP1,XAUUSDm,SELL,2026-06-09 20:01:55,2026-06-10 04:43:49,0.01,0.01,4256.67,4184.96,71.71,0.0,0.0,88001,GOLD_PRO_TP1 / [tp 4184.96000]
1354940078,GOLD_PRO_TP2,XAUUSDm,SELL,2026-06-09 20:01:55,2026-06-10 05:37:49,0.01,0.01,4256.67,4183.577,73.09,0.0,0.0,"0,88001",GOLD_PRO_TP2
1354940082,GOLD_PRO_TP3,XAUUSDm,SELL,2026-06-09 20:01:55,2026-06-10 05:37:49,0.01,0.01,4256.67,4183.577,73.09,0.0,0.0,"0,88001",GOLD_PRO_TP3
1354940098,GOLD_PRO_TP1,XAUUSDm,SELL,2026-06-09 20:01:55,2026-06-10 04:43:49,0.01,0.01,4256.61,4184.9,71.71,0.0,0.0,88001,GOLD_PRO_TP1 / [tp 4184.90000]
1354940102,GOLD_PRO_TP2,XAUUSDm,SELL,2026-06-09 20:01:55,2026-06-10 05:37:49,0.01,0.01,4256.61,4183.577,73.03,0.0,0.0,"0,88001",GOLD_PRO_TP2
1354940104,GOLD_PRO_TP3,XAUUSDm,SELL,2026-06-09 20:01:55,2026-06-10 05:37:49,0.01,0.01,4256.61,4183.577,73.03,0.0,0.0,"0,88001",GOLD_PRO_TP3
1354948208,GOLD_PRO_TP1,XAUUSDm,SELL,2026-06-09 20:02:40,2026-06-10 04:05:48,0.01,0.01,4259.172,4187.86,71.31,0.0,0.0,88001,GOLD_PRO_TP1 / [tp 4187.86000]
1354948214,GOLD_PRO_TP2,XAUUSDm,SELL,2026-06-09 20:02:40,2026-06-10 05:37:49,0.01,0.01,4259.172,4183.577,75.59,0.0,0.0,"0,88001",GOLD_PRO_TP2
1354948217,GOLD_PRO_TP3,XAUUSDm,SELL,2026-06-09 20:02:40,2026-06-10 05:37:49,0.01,0.01,4259.247,4183.577,75.67,0.0,0.0,"0,88001",GOLD_PRO_TP3
1355327003,GOLD_PRO_TP3,BTCUSDm,SELL,2026-06-09 21:03:01,2026-06-10 05:37:46,0.01,0.01,61624.04,61361.18,2.63,0.0,0.0,"0,88001",GOLD_PRO_TP3
1355333738,GOLD_PRO_TP1,USDJPYm,BUY,2026-06-09 21:06:01,2026-06-10 05:37:48,0.01,0.01,160.367,160.338,-0.18,0.0,0.0,"0,88001",GOLD_PRO_TP1
1355333767,GOLD_PRO_TP2,USDJPYm,BUY,2026-06-09 21:06:01,2026-06-10 05:37:48,0.01,0.01,160.367,160.338,-0.18,0.0,0.0,"0,88001",GOLD_PRO_TP2
1355333780,GOLD_PRO_TP3,USDJPYm,BUY,2026-06-09 21:06:01,2026-06-10 05:37:48,0.01,0.01,160.367,160.338,-0.18,0.0,0.0,"0,88001",GOLD_PRO_TP3
1355361310,GOLD_PRO_TP1,USDJPYm,BUY,2026-06-09 21:09:56,2026-06-10 05:37:48,0.01,0.01,160.363,160.338,-0.16,0.0,0.0,"0,88001",GOLD_PRO_TP1
1355361314,GOLD_PRO_TP2,USDJPYm,BUY,2026-06-09 21:09:56,2026-06-10 05:37:48,0.01,0.01,160.363,160.338,-0.16,0.0,0.0,"0,88001",GOLD_PRO_TP2
1355361317,GOLD_PRO_TP1,USDJPYm,BUY,2026-06-09 21:09:56,2026-06-10 05:37:48,0.01,0.01,160.363,160.338,-0.16,0.0,0.0,"0,88001",GOLD_PRO_TP1
1355361318,GOLD_PRO_TP3,USDJPYm,BUY,2026-06-09 21:09:56,2026-06-10 05:37:48,0.01,0.01,160.363,160.338,-0.16,0.0,0.0,"0,88001",GOLD_PRO_TP3
1355361322,GOLD_PRO_TP2,USDJPYm,BUY,2026-06-09 21:09:56,2026-06-10 05:37:48,0.01,0.01,160.363,160.338,-0.16,0.0,0.0,"0,88001",GOLD_PRO_TP2
1355361324,GOLD_PRO_TP3,USDJPYm,BUY,2026-06-09 21:09:56,2026-06-10 05:37:48,0.01,0.01,160.363,160.338,-0.16,0.0,0.0,"0,88001",GOLD_PRO_TP3
1355360571,GOLD_PRO_TP1,USDJPYm,BUY,2026-06-09 21:10:10,2026-06-10 05:37:48,0.01,0.01,160.361,160.338,-0.14,0.0,0.0,"0,88001",GOLD_PRO_TP1
1355360572,GOLD_PRO_TP2,USDJPYm,BUY,2026-06-09 21:10:10,2026-06-10 05:37:48,0.01,0.01,160.361,160.338,-0.14,0.0,0.0,"0,88001",GOLD_PRO_TP2
1355360577,GOLD_PRO_TP3,USDJPYm,BUY,2026-06-09 21:10:10,2026-06-10 05:37:48,0.01,0.01,160.361,160.338,-0.14,0.0,0.0,"0,88001",GOLD_PRO_TP3
1355492666,GOLD_PRO_TP2,XAUUSDm,SELL,2026-06-09 21:32:08,2026-06-10 05:37:49,0.01,0.01,4271.191,4183.577,87.61,0.0,0.0,"0,88001",GOLD_PRO_TP2
1355492668,GOLD_PRO_TP3,XAUUSDm,SELL,2026-06-09 21:32:08,2026-06-10 05:37:49,0.01,0.01,4271.155,4183.577,87.58,0.0,0.0,"0,88001",GOLD_PRO_TP3
1355504149,GOLD_PRO_TP1,XAUUSDm,SELL,2026-06-09 21:34:36,2026-06-10 04:03:45,0.01,0.01,4270.65,4198.94,71.71,0.0,0.0,88001,GOLD_PRO_TP1 / [tp 4198.94000]
