Date,Open,High,Low,Close
2026-01-29 00:00:00+00:00,153.08299255371094,153.21600341796875,152.75799560546875,153.08799743652344
2026-01-29 01:00:00+00:00,153.09300231933594,153.3560028076172,153.06500244140625,153.2530059814453
2026-01-29 02:00:00+00:00,153.25999450683594,153.39199829101562,153.02000427246094,153.10699462890625
2026-01-29 03:00:00+00:00,153.11399841308594,153.18299865722656,152.89700317382812,152.9199981689453
2026-01-29 04:00:00+00:00,152.9199981689453,153.23199462890625,152.89500427246094,152.97500610351562
2026-01-29 05:00:00+00:00,152.96800231933594,153.0919952392578,152.906005859375,153.02000427246094
2026-01-29 06:00:00+00:00,153.01699829101562,153.1540069580078,152.91099548339844,153.0489959716797
2026-01-29 07:00:00+00:00,153.05099487304688,153.4219970703125,152.97999572753906,153.30799865722656
2026-01-29 08:00:00+00:00,153.31500244140625,153.45799255371094,153.15199279785156,153.3159942626953
2026-01-29 09:00:00+00:00,153.31399536132812,153.38299560546875,153.13299560546875,153.31199645996094
2026-01-29 10:00:00+00:00,153.30999755859375,153.4510040283203,153.2689971923828,153.4320068359375
2026-01-29 11:00:00+00:00,153.43600463867188,153.53700256347656,153.37100219726562,153.46200561523438
2026-01-29 12:00:00+00:00,153.45799255371094,153.4759979248047,153.21800231933594,153.22500610351562
2026-01-29 13:00:00+00:00,153.22000122070312,153.40499877929688,153.16799926757812,153.32699584960938
2026-01-29 14:00:00+00:00,153.32899475097656,153.3939971923828,153.0,153.05599975585938
2026-01-29 15:00:00+00:00,153.07200622558594,153.51400756835938,152.67300415039062,152.80599975585938
2026-01-29 16:00:00+00:00,152.80299377441406,153.0489959716797,152.71400451660156,152.88900756835938
2026-01-29 17:00:00+00:00,152.89100646972656,152.9709930419922,152.79600524902344,152.90199279785156
2026-01-29 18:00:00+00:00,152.90199279785156,153.14700317382812,152.89500427246094,153.00900268554688
2026-01-29 19:00:00+00:00,153.01499938964844,153.1699981689453,153.0050048828125,153.06900024414062
2026-01-29 20:00:00+00:00,153.0760040283203,153.21299743652344,153.01199340820312,153.11000061035156
2026-01-29 21:00:00+00:00,153.11300659179688,153.1750030517578,153.04800415039062,153.11300659179688
2026-01-29 22:00:00+00:00,153.08900451660156,153.13600158691406,152.93800354003906,152.96099853515625
2026-01-29 23:00:00+00:00,152.9720001220703,153.18800354003906,152.8560028076172,153.17300415039062
2026-01-30 00:00:00+00:00,153.1320037841797,153.64999389648438,153.0709991455078,153.4949951171875
2026-01-30 01:00:00+00:00,153.5019989013672,153.79200744628906,153.4510040283203,153.7530059814453
2026-01-30 02:00:00+00:00,153.7469940185547,153.97900390625,153.6439971923828,153.802001953125
2026-01-30 03:00:00+00:00,153.80499267578125,153.97000122070312,153.76100158691406,153.94500732421875
2026-01-30 04:00:00+00:00,153.9499969482422,153.9720001220703,153.83399963378906,153.92100524902344
2026-01-30 05:00:00+00:00,153.92300415039062,154.13900756835938,153.76400756835938,153.91200256347656
2026-01-30 06:00:00+00:00,153.91400146484375,153.98699951171875,153.7449951171875,153.90199279785156
2026-01-30 07:00:00+00:00,153.8990020751953,154.05599975585938,153.70700073242188,153.8000030517578
2026-01-30 08:00:00+00:00,153.7949981689453,153.95799255371094,153.69900512695312,153.94000244140625
2026-01-30 09:00:00+00:00,153.94200134277344,154.28500366210938,153.9219970703125,154.26699829101562
2026-01-30 10:00:00+00:00,154.2790069580078,154.38800048828125,154.07899475097656,154.15499877929688
2026-01-30 11:00:00+00:00,154.16600036621094,154.1739959716797,153.8459930419922,153.85699462890625
2026-01-30 12:00:00+00:00,153.85000610351562,154.072998046875,153.78799438476562,154.03500366210938
2026-01-30 13:00:00+00:00,154.0290069580078,154.375,153.97000122070312,154.36599731445312
2026-01-30 14:00:00+00:00,154.35899353027344,154.52200317382812,154.23800659179688,154.45599365234375
2026-01-30 15:00:00+00:00,154.46499633789062,154.76100158691406,154.21200561523438,154.2209930419922
2026-01-30 16:00:00+00:00,154.2209930419922,154.39500427246094,154.15899658203125,154.33599853515625
2026-01-30 17:00:00+00:00,154.3350067138672,154.5330047607422,154.30999755859375,154.44400024414062
2026-01-30 18:00:00+00:00,154.44400024414062,154.64100646972656,154.281005859375,154.4010009765625
2026-01-30 19:00:00+00:00,154.39599609375,154.68899536132812,154.35699462890625,154.5399932861328
2026-01-30 20:00:00+00:00,154.53399658203125,154.77699279785156,154.5229949951172,154.76199340820312
2026-01-30 21:00:00+00:00,154.7570037841797,154.79400634765625,154.6929931640625,154.76499938964844
2026-01-30 22:00:00+00:00,154.77999877929688,154.77999877929688,154.77999877929688,154.77999877929688
2026-02-02 20:00:00+00:00,155.61599731445312,155.6199951171875,155.51800537109375,155.5800018310547
2026-02-02 21:00:00+00:00,155.57699584960938,155.62100219726562,155.51800537109375,155.61900329589844
2026-02-02 22:00:00+00:00,155.61900329589844,155.64100646972656,155.50100708007812,155.53500366210938
2026-02-02 23:00:00+00:00,155.51699829101562,155.5989990234375,155.40699768066406,155.47500610351562
2026-02-03 00:00:00+00:00,155.46200561523438,155.5970001220703,155.43099975585938,155.4669952392578
2026-02-03 01:00:00+00:00,155.46400451660156,155.6179962158203,155.4029998779297,155.46200561523438
2026-02-03 02:00:00+00:00,155.46200561523438,155.5449981689453,155.37100219726562,155.53199768066406
2026-02-03 03:00:00+00:00,155.5279998779297,155.55599975585938,155.3939971923828,155.46600341796875
2026-02-03 04:00:00+00:00,155.47300720214844,155.4969940185547,155.2949981689453,155.41299438476562
2026-02-03 05:00:00+00:00,155.41000366210938,155.4739990234375,155.32899475097656,155.43099975585938
2026-02-03 06:00:00+00:00,155.42100524902344,155.4770050048828,155.34800720214844,155.41000366210938
2026-02-03 07:00:00+00:00,155.41099548339844,155.5260009765625,155.29600524902344,155.4029998779297
2026-02-03 08:00:00+00:00,155.39999389648438,155.58200073242188,155.35800170898438,155.53399658203125
2026-02-03 09:00:00+00:00,155.5330047607422,155.8769989013672,155.5019989013672,155.86599731445312
2026-02-03 10:00:00+00:00,155.86500549316406,155.9530029296875,155.7790069580078,155.9219970703125
2026-02-03 11:00:00+00:00,155.91700744628906,155.98399353027344,155.86599731445312,155.9510040283203
2026-02-03 12:00:00+00:00,155.9429931640625,155.95899963378906,155.84500122070312,155.875
2026-02-03 13:00:00+00:00,155.86700439453125,155.8939971923828,155.76300048828125,155.88299560546875
2026-02-03 14:00:00+00:00,155.8820037841797,156.08299255371094,155.78799438476562,155.8560028076172
2026-02-03 15:00:00+00:00,155.86399841308594,155.93299865722656,155.69700622558594,155.70700073242188
2026-02-03 16:00:00+00:00,155.70700073242188,155.77699279785156,155.6540069580078,155.70899963378906
2026-02-03 17:00:00+00:00,155.70399475097656,155.7310028076172,155.51800537109375,155.71299743652344
2026-02-03 18:00:00+00:00,155.7169952392578,155.802001953125,155.59500122070312,155.6490020751953
2026-02-03 19:00:00+00:00,155.6439971923828,155.8040008544922,155.63900756835938,155.76800537109375
2026-02-03 20:00:00+00:00,155.77000427246094,155.80999755859375,155.68899536132812,155.7310028076172
2026-02-03 21:00:00+00:00,155.72999572753906,155.78700256347656,155.68699645996094,155.72500610351562
2026-02-03 22:00:00+00:00,155.72900390625,155.8070068359375,155.69400024414062,155.75100708007812
2026-02-03 23:00:00+00:00,155.72999572753906,155.8560028076172,155.677001953125,155.7949981689453
2026-02-04 00:00:00+00:00,155.79299926757812,156.03599548339844,155.79299926757812,156.0260009765625
2026-02-04 01:00:00+00:00,156.0189971923828,156.18699645996094,156.00900268554688,156.13299560546875
2026-02-04 02:00:00+00:00,156.1280059814453,156.29100036621094,156.11500549316406,156.2550048828125
2026-02-04 03:00:00+00:00,156.2550048828125,156.39199829101562,156.23899841308594,156.31399536132812
2026-02-04 04:00:00+00:00,156.30999755859375,156.36199951171875,156.24000549316406,156.27000427246094
2026-02-04 05:00:00+00:00,156.27000427246094,156.35299682617188,156.22799682617188,156.29800415039062
2026-02-04 06:00:00+00:00,156.29299926757812,156.38800048828125,156.2259979248047,156.35400390625
2026-02-04 07:00:00+00:00,156.34800720214844,156.4669952392578,156.31100463867188,156.41799926757812
2026-02-04 08:00:00+00:00,156.4239959716797,156.4949951171875,156.38600158691406,156.4600067138672
2026-02-04 09:00:00+00:00,156.46600341796875,156.66799926757812,156.38800048828125,156.6439971923828
2026-02-04 10:00:00+00:00,156.64199829101562,156.8070068359375,156.60400390625,156.7259979248047
2026-02-04 11:00:00+00:00,156.7259979248047,156.85400390625,156.70700073242188,156.8179931640625
2026-02-04 12:00:00+00:00,156.8159942626953,156.82400512695312,156.58799743652344,156.6219940185547
2026-02-04 13:00:00+00:00,156.61900329589844,156.76300048828125,156.4530029296875,156.4709930419922
2026-02-04 14:00:00+00:00,156.4770050048828,156.59300231933594,156.40199279785156,156.447998046875
2026-02-04 15:00:00+00:00,156.4409942626953,156.70700073242188,156.33999633789062,156.64700317382812
2026-02-04 16:00:00+00:00,156.65199279785156,156.73800659179688,156.5449981689453,156.61199951171875
2026-02-04 17:00:00+00:00,156.61199951171875,156.69400024414062,156.45399475097656,156.66400146484375
2026-02-04 18:00:00+00:00,156.66799926757812,156.78700256347656,156.6230010986328,156.781005859375
2026-02-04 19:00:00+00:00,156.77000427246094,156.89300537109375,156.73399353027344,156.81900024414062
